Xa,Ya,Xr,Yr
-0.13,-5.63,-0.04,1.38
-0.17,-5.66,-1.68,-0.52
-0.23,-5.69,-1.84,-0.77
-0.25,-5.70,-0.32,-0.10
-0.24,-5.70,0.77,0.68
-0.22,-5.72,0.59,0.21
-0.26,-5.73,-1.10,0.30
-0.31,-5.75,-1.32,-0.11
-0.32,-5.78,-0.14,-0.70
-0.32,-5.79,0.32,0.15
-0.31,-5.79,0.17,0.60
-0.34,-5.81,-0.56,-0.12
-0.38,-5.83,-0.88,-0.30
-0.39,-5.84,-0.07,-0.38
-0.38,-5.86,0.27,-0.03
-0.41,-5.86,-0.49,0.42
-0.44,-5.88,-0.99,0.10
-0.46,-5.90,-0.45,-0.43
-0.46,-5.91,0.03,0.37
-0.47,-5.91,-0.09,0.46
-0.49,-5.92,-0.41,0.19
-0.51,-5.93,-0.73,-0.14
-0.52,-5.95,-0.20,-0.28
-0.52,-5.96,0.24,0.08
-0.54,-5.97,-0.58,0.42
-0.56,-5.99,-0.68,0.08
-0.58,-6.00,-0.40,0.06
-0.60,-6.00,-0.30,0.21
-0.60,-6.01,0.01,0.22
-0.60,-6.02,-0.31,0.21
-0.63,-6.02,-0.75,0.17
-0.64,-6.03,-0.15,-0.14
-0.64,-6.04,0.00,0.15
-0.65,-6.05,-0.35,0.38
-0.66,-6.07,-0.37,0.08
-0.67,-6.08,-0.34,-0.04
-0.69,-6.08,-0.21,0.36
-0.69,-6.08,-0.05,0.36
-0.70,-6.08,-0.26,0.31
-0.72,-6.08,-0.67,0.37
-0.73,-6.09,-0.48,0.22
-0.74,-6.10,-0.11,0.05
-0.75,-6.10,-0.10,0.28
-0.76,-6.11,-0.51,0.20
-0.77,-6.12,-0.44,0.39
-0.78,-6.12,-0.28,0.25
-0.78,-6.13,-0.00,0.09
-0.79,-6.14,-0.17,0.08
-0.79,-6.14,-0.32,0.33
-0.80,-6.15,-0.32,0.20
-0.81,-6.16,-0.08,-0.10
-0.82,-6.16,-0.11,0.38
-0.82,-6.16,-0.19,0.30
-0.83,-6.16,-0.29,0.20
-0.84,-6.17,-0.30,0.28
-0.85,-6.18,-0.14,0.11
-0.86,-6.18,-0.11,0.03
-0.87,-6.19,-0.39,0.16
-0.88,-6.19,-0.37,0.24
-0.89,-6.19,-0.21,0.23
-0.90,-6.19,-0.13,0.31
-0.91,-6.20,-0.29,-0.07
-0.91,-6.22,-0.43,0.04
-0.93,-6.21,-0.60,0.39
-0.94,-6.22,-0.41,0.18
-0.94,-6.23,-0.06,-0.14
-0.94,-6.25,-0.31,-0.07
-0.95,-6.25,-0.34,0.20
-0.96,-6.25,-0.49,0.27
-0.97,-6.26,-0.34,0.24
-0.98,-6.26,-0.19,0.36
-0.99,-6.27,-0.32,-0.05
-1.00,-6.26,-0.31,0.44
-1.00,-6.27,-0.17,0.08
-1.01,-6.28,-0.17,0.26
-1.02,-6.28,-0.33,0.18
-1.03,-6.28,-0.35,0.29
-1.04,-6.28,-0.37,0.18
-1.05,-6.29,-0.31,0.23
-1.05,-6.29,-0.11,0.24
-1.06,-6.29,-0.16,0.18
-1.06,-6.30,-0.25,0.38
-1.07,-6.31,-0.40,0.05
-1.08,-6.31,-0.38,0.35
-1.08,-6.31,-0.11,0.13
-1.09,-6.32,-0.34,0.15
-1.10,-6.32,-0.29,0.34
-1.10,-6.32,-0.24,0.25
-1.11,-6.33,-0.18,0.12
-1.12,-6.33,-0.16,0.40
-1.13,-6.33,-0.28,0.25
-1.13,-6.33,-0.34,0.23
-1.14,-6.34,-0.26,0.30
-1.15,-6.34,-0.23,0.31
-1.16,-6.34,-0.16,0.30
-1.16,-6.34,-0.44,0.31
-1.17,-6.34,-0.24,0.13
-1.18,-6.35,-0.41,0.03
-1.18,-6.35,-0.19,0.27
-1.19,-6.36,-0.28,0.35
-1.19,-6.36,-0.15,0.14
-1.20,-6.37,-0.45,0.16
-1.21,-6.37,-0.25,0.28
-1.22,-6.37,-0.22,0.13
-1.22,-6.38,-0.09,-0.03
-1.22,-6.38,-0.13,0.17
-1.22,-6.39,-0.09,-0.01
-1.22,-6.39,-0.11,0.09
-1.22,-6.40,-0.24,0.09
-1.22,-6.40,-0.09,0.23
-1.23,-6.41,-0.36,0.17
-1.22,-6.41,-0.09,0.10
-1.23,-6.42,-0.32,0.09
-1.24,-6.43,-0.23,0.09
-1.23,-6.43,-0.01,0.16
-1.24,-6.44,-0.41,-0.02
-1.25,-6.45,-0.43,0.14
-1.26,-6.45,-0.35,0.11
-1.26,-6.45,-0.34,0.16
-1.26,-6.46,-0.28,0.17
-1.27,-6.46,-0.27,0.24
-1.27,-6.46,-0.15,0.19
-1.27,-6.46,-0.25,0.20
-1.27,-6.47,-0.26,-0.01
-1.28,-6.47,-0.21,0.28
-1.29,-6.47,-0.40,0.18
-1.29,-6.47,-0.36,0.29
-1.30,-6.47,-0.34,0.30
-1.30,-6.48,-0.22,0.24
-1.30,-6.48,-0.25,0.16
-1.30,-6.49,-0.28,0.17
-1.31,-6.49,-0.16,0.36
-1.31,-6.49,-0.37,0.15
-1.32,-6.49,-0.40,0.24
-1.33,-6.49,-0.46,0.36
-1.33,-6.49,-0.07,0.21
-1.32,-6.49,0.00,0.35
-1.32,-6.50,-0.11,0.03
-1.32,-6.50,-0.18,0.09
-1.32,-6.50,-0.06,0.23
-1.33,-6.50,-0.36,0.18
-1.33,-6.51,-0.29,0.11
-1.33,-6.51,-0.15,0.11
-1.33,-6.52,-0.35,0.04
-1.34,-6.52,-0.23,0.05
-1.34,-6.52,-0.20,0.23
-1.33,-6.53,0.05,0.12
-1.34,-6.53,-0.28,0.24
-1.34,-6.53,-0.04,0.13
-1.34,-6.53,-0.13,0.22
-1.34,-6.54,-0.31,0.12
-1.34,-6.54,-0.01,0.07
-1.34,-6.54,-0.45,0.20
-1.35,-6.54,-0.30,0.19
-1.35,-6.54,-0.39,0.37
-1.35,-6.55,-0.27,-0.05
-1.35,-6.56,-0.13,-0.11
-1.35,-6.56,-0.36,0.01
-1.36,-6.57,-0.29,0.11
-1.36,-6.57,-0.09,-0.08
-1.36,-6.58,-0.25,-0.05
-1.36,-6.58,-0.10,0.11
-1.37,-6.58,-0.24,0.18
-1.36,-6.58,0.04,0.19
-1.36,-6.59,-0.16,-0.01
-1.37,-6.60,-0.34,-0.03
-1.37,-6.61,-0.23,0.01
-1.38,-6.61,-0.20,0.21
-1.38,-6.61,-0.25,0.00
-1.38,-6.61,-0.36,0.21
-1.38,-6.61,-0.17,0.27
-1.38,-6.61,-0.31,0.19
-1.39,-6.62,-0.28,0.06
-1.39,-6.62,-0.26,0.16
-1.39,-6.63,-0.15,0.05
-1.40,-6.62,-0.32,0.23
-1.40,-6.62,-0.27,0.14
-1.40,-6.63,-0.14,0.17
-1.41,-6.63,-0.48,0.13
-1.41,-6.63,-0.35,0.11
-1.41,-6.64,-0.39,0.11
-1.41,-6.64,-0.28,0.06
-1.41,-6.64,-0.20,0.15
-1.42,-6.65,-0.31,0.05
-1.42,-6.65,-0.32,0.04
-1.43,-6.65,-0.50,0.18
-1.43,-6.65,-0.29,0.33
-1.43,-6.64,-0.14,0.27
-1.43,-6.65,-0.30,0.19
-1.42,-6.65,-0.07,0.18
-1.43,-6.65,-0.35,0.12
-1.43,-6.65,-0.16,0.17
-1.43,-6.66,-0.42,0.12
-1.44,-6.66,-0.34,0.23
-1.44,-6.65,-0.34,0.32
-1.44,-6.65,-0.03,0.22
-1.44,-6.66,-0.34,0.00
-1.44,-6.66,-0.21,0.16
-1.44,-6.66,-0.20,0.20
-1.44,-6.66,-0.08,0.01
-1.45,-6.66,-0.46,0.11
-1.45,-6.66,-0.24,0.01
-1.45,-6.67,-0.03,0.04
-1.45,-6.67,-0.16,0.24
-1.45,-6.67,-0.36,0.24
-1.45,-6.66,-0.16,0.38
-1.45,-6.67,-0.24,0.03
-1.46,-6.67,-0.49,0.11
-1.46,-6.67,-0.22,0.06
-1.46,-6.67,-0.37,0.12
-1.47,-6.67,-0.34,0.29
-1.48,-6.67,-0.46,0.31
-1.47,-6.67,-0.04,0.33
-1.47,-6.67,-0.29,0.20
-1.48,-6.67,-0.44,0.13
-1.47,-6.68,-0.20,-0.08
-1.47,-6.68,-0.13,0.27
-1.47,-6.68,-0.11,0.25
-1.47,-6.67,-0.17,0.38
-1.47,-6.68,-0.36,0.04
-1.48,-6.68,-0.28,0.16
-1.47,-6.68,-0.08,0.12
-1.47,-6.69,-0.23,-0.07
-1.48,-6.68,-0.31,0.45
-1.48,-6.69,-0.39,0.22
-1.48,-6.68,-0.21,0.20
-1.48,-6.68,-0.19,0.37
-1.48,-6.68,-0.35,0.15
-1.49,-6.68,-0.40,0.24
-1.48,-6.68,-0.03,0.25
-1.48,-6.69,0.00,0.14
-1.48,-6.69,-0.29,-0.05
-1.49,-6.69,-0.26,0.15
-1.48,-6.69,-0.09,0.06
-1.48,-6.70,-0.23,0.10
-1.49,-6.70,-0.31,0.22
-1.49,-6.70,-0.38,0.25
-1.49,-6.70,-0.15,0.19
-1.49,-6.70,-0.24,0.19
-1.49,-6.70,-0.26,0.30
-1.49,-6.70,-0.18,0.32
-1.49,-6.70,-0.14,0.28
-1.49,-6.69,-0.28,0.45
-1.49,-6.69,-0.33,0.23
-1.49,-6.69,-0.16,0.33
-1.50,-6.68,-0.31,0.43
-1.50,-6.69,-0.20,0.09
-1.49,-6.68,-0.17,0.37
-1.50,-6.69,-0.25,0.08
-1.50,-6.69,-0.15,0.11
-1.50,-6.70,-0.36,0.09
-1.50,-6.70,-0.38,-0.06
-1.50,-6.71,-0.13,0.20
-1.50,-6.71,-0.25,0.08
-1.50,-6.71,-0.31,0.17
-1.51,-6.70,-0.57,0.32
-1.51,-6.71,-0.23,0.08
-1.50,-6.71,-0.11,0.23
-1.50,-6.70,-0.17,0.26
-1.51,-6.71,-0.25,0.13
-1.51,-6.71,-0.43,0.07
-1.51,-6.71,-0.38,0.06
-1.51,-6.71,-0.09,0.12
-1.51,-6.71,-0.35,0.06
-1.50,-6.71,-0.07,0.23
-1.51,-6.71,-0.35,0.25
-1.50,-6.71,-0.07,0.27
-1.50,-6.70,-0.23,0.33
-1.50,-6.70,-0.32,0.26
-1.50,-6.70,-0.14,0.31
-1.50,-6.70,-0.13,0.38
-1.51,-6.70,-0.26,0.34
-1.51,-6.70,-0.37,0.20
-1.51,-6.70,-0.27,0.19
-1.51,-6.70,-0.19,0.12
-1.51,-6.70,-0.18,0.30
-1.51,-6.70,-0.37,0.03
-1.52,-6.70,-0.45,0.23
-1.52,-6.71,-0.41,0.13
-1.53,-6.71,-0.23,0.18
-1.52,-6.70,-0.18,0.20
-1.52,-6.71,-0.12,0.13
-1.52,-6.70,-0.13,0.35
-1.52,-6.70,-0.35,0.22
-1.53,-6.70,-0.22,0.19
-1.52,-6.71,-0.18,0.12
-1.53,-6.71,-0.37,0.07
-1.53,-6.72,-0.15,-0.07
-1.52,-6.71,-0.05,0.06
-1.52,-6.72,-0.16,0.17
-1.52,-6.72,-0.12,0.18
-1.52,-6.72,-0.22,0.30
-1.51,-6.71,0.10,0.33
-1.51,-6.71,-0.28,0.22
-1.51,-6.72,-0.25,-0.05
-1.51,-6.72,-0.13,0.15
-1.51,-6.72,-0.35,0.24
-1.51,-6.72,-0.08,0.25
-1.51,-6.72,-0.12,0.25
-1.52,-6.72,-0.38,0.15
-1.52,-6.72,-0.28,0.07
-1.52,-6.72,-0.31,0.23
-1.52,-6.72,-0.14,0.13
-1.52,-6.71,-0.07,0.43
-1.52,-6.71,-0.30,0.28
-1.53,-6.71,-0.31,0.39
-1.53,-6.71,-0.21,0.21
-1.53,-6.70,-0.30,0.26
-1.52,-6.71,-0.18,0.07
-1.52,-6.71,-0.24,0.18
-1.52,-6.71,-0.19,0.17
-1.52,-6.71,-0.12,0.24
-1.52,-6.71,-0.23,0.49
-1.52,-6.71,-0.31,0.16
-1.52,-6.70,-0.14,0.49
-1.52,-6.70,-0.13,0.30
-1.51,-6.69,-0.10,0.33
-1.51,-6.69,-0.11,0.44
-1.51,-6.69,-0.17,0.23
-1.51,-6.68,-0.12,0.32
-1.51,-6.68,-0.29,0.26
-1.51,-6.69,-0.27,0.13
-1.51,-6.69,-0.31,-0.05
-1.51,-6.69,-0.03,0.33
-1.50,-6.68,0.08,0.29
-1.49,-6.68,0.15,0.44
-1.50,-6.68,-0.31,0.17
-1.50,-6.68,-0.33,0.19
-1.50,-6.68,-0.32,0.12
-1.51,-6.68,-0.28,0.18
-1.50,-6.68,-0.13,0.07
-1.50,-6.69,-0.23,0.11
-1.51,-6.69,-0.31,0.13
-1.51,-6.68,-0.21,0.30
-1.50,-6.68,-0.07,0.21
-1.50,-6.69,-0.22,0.06
-1.50,-6.69,-0.02,0.06
-1.50,-6.69,-0.20,0.18
-1.50,-6.69,-0.18,0.06
-1.50,-6.69,-0.24,0.18
-1.50,-6.69,-0.14,0.06
-1.50,-6.69,-0.12,0.24
-1.50,-6.69,-0.13,0.32
-1.49,-6.68,-0.05,0.28
-1.50,-6.69,-0.18,0.24
-1.50,-6.69,-0.26,-0.04
-1.50,-6.69,-0.25,0.20
-1.50,-6.70,-0.37,0.12
-1.50,-6.70,-0.25,0.11
-1.50,-6.70,-0.24,0.11
-1.50,-6.71,-0.25,0.05
-1.50,-6.71,-0.25,0.27
-1.50,-6.71,-0.48,0.07
-1.50,-6.71,-0.33,0.19
-1.50,-6.72,-0.09,0.00
-1.50,-6.72,-0.47,-0.02
-1.50,-6.72,-0.28,0.04
-1.51,-6.73,-0.27,0.06
-1.51,-6.73,-0.27,-0.12
-1.51,-6.74,-0.19,-0.05
-1.51,-6.74,-0.35,0.15
-1.50,-6.74,-0.19,0.31
-1.51,-6.74,-0.20,0.32
-1.50,-6.73,-0.18,0.40
-1.51,-6.72,-0.36,0.30
-1.51,-6.72,-0.38,0.22
-1.51,-6.72,-0.15,0.19
-1.51,-6.72,-0.37,0.12
-1.51,-6.72,-0.10,0.31
-1.51,-6.72,-0.17,0.04
-1.51,-6.72,-0.24,0.29
-1.51,-6.72,-0.26,0.33
-1.51,-6.72,-0.19,0.16
-1.51,-6.72,-0.30,0.00
-1.52,-6.72,-0.27,0.28
-1.52,-6.72,-0.37,-0.03
-1.52,-6.72,-0.27,0.28
-1.52,-6.72,-0.26,0.14
-1.52,-6.72,0.05,0.13
-1.52,-6.72,-0.33,0.01
-1.52,-6.73,-0.15,0.06
-1.52,-6.72,-0.12,0.24
-1.51,-6.72,-0.01,0.13
-1.52,-6.73,-0.29,0.06
-1.52,-6.73,-0.20,0.18
-1.52,-6.72,-0.36,0.20
-1.52,-6.72,-0.14,0.02
-1.52,-6.72,-0.41,0.12
-1.52,-6.72,-0.29,0.25
-1.52,-6.72,0.05,0.33
-1.52,-6.72,-0.11,0.16
-1.51,-6.72,-0.15,0.18
-1.52,-6.72,-0.43,0.00
-1.52,-6.72,-0.15,0.28
-1.52,-6.72,-0.30,0.33
-1.51,-6.72,-0.12,0.20
-1.51,-6.72,0.07,0.25
-1.51,-6.72,-0.34,0.21
-1.51,-6.71,-0.14,0.31
-1.51,-6.71,-0.17,0.32
-1.51,-6.72,-0.24,0.13
-1.51,-6.72,-0.13,0.12
-1.51,-6.72,-0.23,0.29
-1.51,-6.72,-0.43,0.21
-1.51,-6.73,-0.22,-0.00
-1.51,-6.73,-0.30,0.16
-1.51,-6.72,-0.33,0.30
-1.51,-6.73,-0.19,0.14
-1.51,-6.72,-0.30,0.31
-1.51,-6.72,-0.08,0.28
-1.51,-6.72,-0.42,0.21
-1.52,-6.72,-0.29,0.13
-1.52,-6.72,-0.25,0.06
-1.52,-6.72,-0.25,0.35
-1.52,-6.72,-0.26,0.14
-1.52,-6.72,-0.25,0.31
-1.52,-6.71,-0.01,0.33
-1.51,-6.72,-0.16,0.10
-1.51,-6.71,-0.18,0.25
-1.51,-6.71,-0.30,0.30
-1.51,-6.71,-0.20,0.20
-1.51,-6.72,-0.00,0.18
-1.51,-6.72,-0.28,0.07
-1.51,-6.72,-0.21,0.17
-1.50,-6.72,0.06,0.06
-1.50,-6.73,-0.37,0.05
-1.51,-6.73,-0.34,-0.12
-1.51,-6.73,-0.20,0.14
-1.51,-6.73,-0.32,0.36
-1.52,-6.73,-0.33,0.09
-1.51,-6.73,-0.14,0.23
-1.52,-6.73,-0.25,0.15
-1.52,-6.74,-0.14,0.06
-1.52,-6.74,-0.35,0.29
-1.53,-6.74,-0.40,0.02
-1.53,-6.74,-0.49,0.04
-1.53,-6.75,-0.28,0.11
-1.53,-6.74,-0.19,0.19
-1.52,-6.75,-0.16,0.17
-1.52,-6.75,-0.24,0.18
-1.52,-6.75,-0.31,0.14
-1.52,-6.75,-0.02,0.12
-1.51,-6.75,-0.04,0.16
-1.51,-6.75,-0.10,0.30
-1.50,-6.75,0.14,0.15
-1.51,-6.76,-0.56,0.05
-1.51,-6.76,-0.28,0.06
-1.50,-6.76,-0.30,0.00
-1.51,-6.77,-0.44,-0.08
-1.50,-6.76,-0.03,0.33
-1.50,-6.76,-0.10,0.27
-1.50,-6.76,-0.06,0.27
-1.50,-6.76,-0.34,0.32
-1.50,-6.75,-0.02,0.34
-1.50,-6.75,-0.32,0.19
-1.50,-6.75,-0.26,0.27
-1.49,-6.75,0.03,0.08
-1.50,-6.75,-0.38,0.07
-1.49,-6.75,0.03,0.20
-1.49,-6.74,-0.27,0.43
-1.49,-6.74,-0.21,0.30
-1.49,-6.74,-0.14,0.09
-1.49,-6.74,-0.30,0.12
-1.50,-6.74,-0.15,0.31
-1.50,-6.74,-0.31,0.18
-1.50,-6.74,-0.18,0.26
-1.50,-6.74,-0.24,0.32
-1.49,-6.74,0.00,0.08
-1.49,-6.75,-0.34,-0.07
-1.49,-6.74,-0.37,0.17
-1.49,-6.74,-0.54,0.19
-1.49,-6.74,-0.12,0.20
-1.49,-6.74,-0.35,0.13
-1.49,-6.74,-0.21,0.19
-1.49,-6.74,-0.35,0.12
-1.49,-6.74,-0.31,0.24
-1.50,-6.74,-0.29,0.09
-1.50,-6.75,-0.38,0.11
-1.50,-6.74,-0.10,0.25
-1.50,-6.74,-0.09,0.15
-1.49,-6.74,-0.17,0.20
-1.49,-6.74,-0.24,0.11
-1.50,-6.74,-0.26,0.19
-1.51,-6.74,-0.45,0.08
-1.51,-6.74,-0.17,0.19
-1.51,-6.74,-0.24,0.31
-1.50,-6.74,-0.11,0.14
-1.50,-6.74,-0.17,0.18
-1.50,-6.75,-0.12,-0.12
-1.50,-6.75,-0.25,0.03
-1.50,-6.75,-0.13,0.36
-1.50,-6.75,-0.28,0.27
-1.50,-6.74,-0.42,0.21
-1.49,-6.74,-0.16,0.03
-1.50,-6.74,-0.24,0.30
-1.50,-6.74,-0.25,0.22
-1.50,-6.73,-0.26,0.21
-1.50,-6.73,-0.13,0.32
-1.50,-6.73,-0.35,0.14
-1.50,-6.73,-0.28,0.24
-1.50,-6.73,-0.18,0.19
-1.49,-6.73,-0.17,0.19
-1.49,-6.73,-0.12,0.19
-1.49,-6.74,-0.17,0.07
-1.49,-6.74,-0.29,0.11
-1.49,-6.74,-0.44,0.06
-1.50,-6.74,-0.34,0.35
-1.50,-6.74,-0.38,0.22
-1.50,-6.74,-0.37,0.08
-1.50,-6.74,-0.16,0.29
-1.50,-6.73,-0.42,0.40
-1.51,-6.73,-0.29,0.22
-1.51,-6.73,-0.27,0.14
-1.51,-6.72,-0.13,0.37
-1.51,-6.73,-0.29,0.09
-1.51,-6.72,-0.20,0.08
-1.50,-6.73,-0.06,0.11
-1.51,-6.72,-0.18,0.19
-1.50,-6.73,-0.17,0.13
-1.50,-6.73,-0.30,0.11
-1.51,-6.73,-0.33,0.30
-1.51,-6.73,-0.38,0.20
-1.51,-6.73,-0.04,0.19
-1.50,-6.73,-0.10,0.14
-1.50,-6.72,-0.00,0.26
-1.51,-6.72,-0.35,0.21
-1.51,-6.72,-0.26,0.25
-1.51,-6.72,-0.37,0.19
-1.51,-6.73,-0.15,0.06
-1.51,-6.73,-0.30,0.11
-1.51,-6.73,-0.36,0.13
-1.51,-6.72,-0.22,0.26
-1.51,-6.73,-0.12,0.09
-1.51,-6.73,-0.35,0.17
-1.51,-6.73,-0.20,0.12
-1.51,-6.73,-0.06,0.22
-1.51,-6.73,-0.18,0.19
-1.51,-6.73,-0.30,0.30
-1.51,-6.73,-0.27,0.38
-1.51,-6.73,-0.31,0.33
-1.51,-6.72,-0.08,0.34
-1.51,-6.72,-0.33,0.22
-1.51,-6.72,-0.20,0.07
-1.51,-6.73,-0.26,0.11
-1.52,-6.72,-0.39,0.13
-1.52,-6.73,-0.21,0.07
-1.52,-6.73,-0.08,0.17
-1.52,-6.72,-0.18,0.44
-1.52,-6.73,-0.24,-0.09
-1.52,-6.73,-0.25,0.27
-1.52,-6.73,-0.32,0.07
-1.52,-6.73,-0.20,0.06
-1.52,-6.73,-0.36,0.12
-1.52,-6.73,-0.20,0.24
-1.53,-6.73,-0.38,0.13
-1.53,-6.73,-0.22,0.25
-1.53,-6.73,-0.24,0.02
-1.53,-6.74,-0.25,0.09
-1.53,-6.75,-0.29,0.04
-1.53,-6.75,-0.26,-0.00
-1.53,-6.76,-0.20,-0.03
-1.53,-6.76,-0.24,0.11
-1.53,-6.75,-0.37,0.25
-1.53,-6.75,-0.38,0.16
-1.53,-6.75,-0.10,0.12
-1.53,-6.76,-0.29,-0.00
-1.53,-6.76,-0.21,0.12
-1.53,-6.75,-0.12,0.13
-1.53,-6.75,-0.11,0.24
-1.53,-6.76,-0.28,0.02
-1.53,-6.76,-0.33,0.09
-1.53,-6.76,-0.32,0.31
-1.53,-6.76,-0.32,0.08
-1.53,-6.76,-0.26,0.24
-1.53,-6.76,-0.25,0.27
-1.54,-6.75,-0.38,0.27
-1.54,-6.75,-0.33,0.20
-1.54,-6.75,-0.08,0.19
-1.54,-6.76,-0.36,0.02
-1.54,-6.76,-0.19,0.17
-1.53,-6.76,-0.06,0.24
-1.53,-6.76,-0.28,0.09
-1.53,-6.76,-0.13,0.13
-1.53,-6.75,-0.19,0.13
-1.53,-6.76,-0.18,-0.00
-1.53,-6.76,-0.12,0.10
-1.53,-6.76,-0.43,0.24
-1.53,-6.76,-0.09,0.13
-1.53,-6.76,-0.18,0.25
-1.53,-6.76,-0.28,0.08
-1.53,-6.76,-0.25,0.01
-1.53,-6.76,-0.37,0.16
-1.54,-6.77,-0.44,0.06
-1.53,-6.77,-0.22,0.24
-1.53,-6.76,-0.14,0.31
-1.53,-6.76,-0.10,0.16
-1.53,-6.76,-0.30,0.38
-1.53,-6.75,-0.21,0.27
-1.53,-6.76,-0.24,0.02
-1.53,-6.75,-0.13,0.30
-1.53,-6.76,-0.17,-0.03
-1.53,-6.76,-0.36,0.11
-1.53,-6.76,-0.20,0.12
-1.53,-6.76,-0.30,0.07
-1.53,-6.77,-0.37,0.04
-1.53,-6.76,-0.10,0.18
-1.53,-6.76,-0.23,0.13
-1.53,-6.76,-0.07,0.24
-1.53,-6.76,-0.22,0.19
-1.53,-6.76,-0.25,0.25
-1.53,-6.76,-0.29,0.15
-1.53,-6.75,-0.33,0.50
-1.54,-6.75,-0.45,0.35
-1.53,-6.75,-0.16,0.33
-1.53,-6.76,-0.23,0.13
-1.54,-6.75,-0.26,0.25
-1.54,-6.75,-0.25,0.21
-1.54,-6.75,-0.50,0.30
-1.54,-6.75,-0.28,0.20
-1.54,-6.75,-0.42,0.19
-1.54,-6.76,-0.09,0.11
-1.54,-6.76,-0.18,0.07
-1.54,-6.76,-0.13,0.05
-1.54,-6.76,-0.13,0.24
-1.54,-6.75,-0.35,0.27
-1.54,-6.75,0.10,0.27
-1.54,-6.75,-0.40,0.09
-1.55,-6.76,-0.28,-0.01
-1.54,-6.75,-0.30,0.40
-1.54,-6.75,-0.25,0.11
-1.55,-6.75,-0.32,0.19
-1.55,-6.75,-0.32,0.23
-1.54,-6.75,-0.14,0.37
-1.55,-6.75,-0.35,0.14
-1.55,-6.75,-0.38,0.07
-1.55,-6.75,-0.22,0.19
-1.55,-6.75,-0.08,0.19
-1.55,-6.75,-0.28,0.08
-1.55,-6.75,-0.25,0.07
-1.55,-6.75,-0.13,0.05
-1.55,-6.75,-0.24,0.41
-1.55,-6.75,-0.36,0.10
-1.55,-6.75,-0.32,0.18
-1.56,-6.75,-0.33,0.25
-1.56,-6.75,-0.33,0.27
-1.55,-6.75,-0.12,0.26
-1.55,-6.74,-0.23,0.28
-1.55,-6.74,-0.11,0.26
-1.55,-6.74,-0.29,0.25
-1.55,-6.74,-0.22,0.16
-1.55,-6.73,-0.26,0.32
-1.55,-6.73,-0.13,0.26
-1.54,-6.73,-0.04,0.20
-1.54,-6.73,-0.28,0.08
-1.55,-6.73,-0.20,0.17
-1.55,-6.74,-0.38,0.11
-1.55,-6.74,-0.26,0.25
-1.55,-6.73,-0.31,0.31
-1.55,-6.73,-0.07,0.27
-1.55,-6.73,-0.16,0.20
-1.55,-6.73,-0.47,0.32
-1.55,-6.73,-0.28,0.10
-1.54,-6.73,-0.01,0.29
-1.55,-6.73,-0.06,0.20
-1.54,-6.73,-0.09,0.19
-1.54,-6.73,-0.05,0.26
-1.53,-6.73,-0.27,0.09
-1.53,-6.72,-0.12,0.20
-1.53,-6.72,-0.18,0.15
-1.53,-6.72,-0.13,0.14
-1.53,-6.72,-0.19,0.14
-1.53,-6.71,-0.18,0.19
-1.53,-6.71,-0.13,0.26
-1.53,-6.71,-0.23,0.13
-1.53,-6.71,-0.25,0.13
-1.53,-6.71,-0.31,0.32
-1.53,-6.71,-0.20,0.15
-1.53,-6.71,-0.14,0.07
-1.53,-6.71,-0.17,0.17
-1.53,-6.71,-0.24,0.18
-1.53,-6.70,-0.08,0.44
-1.53,-6.70,-0.18,0.28
-1.53,-6.71,-0.30,0.18
-1.53,-6.71,-0.20,0.14
-1.53,-6.71,-0.13,0.11
-1.53,-6.71,-0.24,0.19
-1.53,-6.71,-0.19,0.30
-1.52,-6.71,-0.12,0.02
-1.53,-6.71,-0.35,0.18
-1.52,-6.71,-0.04,0.26
-1.53,-6.71,-0.46,0.24
-1.52,-6.72,-0.10,0.12
-1.52,-6.72,0.12,0.23
-1.52,-6.72,-0.21,0.04
-1.52,-6.72,-0.26,-0.02
-1.53,-6.72,-0.49,0.23
-1.53,-6.72,-0.46,0.21
-1.53,-6.72,-0.22,0.13
-1.53,-6.72,-0.17,0.24
-1.53,-6.72,-0.23,0.20
-1.53,-6.72,-0.29,0.19
-1.53,-6.72,-0.15,0.02
-1.53,-6.72,-0.24,0.04
-1.52,-6.73,-0.19,0.16
-1.52,-6.73,-0.24,0.18
-1.52,-6.73,-0.14,0.14
-1.53,-6.72,-0.19,0.31
-1.53,-6.72,-0.30,0.10
-1.52,-6.73,-0.24,0.10
-1.52,-6.73,-0.13,0.23
-1.53,-6.73,-0.37,0.19
-1.52,-6.73,-0.04,0.19
-1.52,-6.73,0.14,0.26
-1.52,-6.73,-0.21,0.21
-1.52,-6.72,-0.19,0.20
-1.51,-6.72,-0.06,0.32
-1.51,-6.72,-0.04,0.32
-1.51,-6.71,-0.12,0.28
-1.51,-6.71,-0.17,0.38
-1.51,-6.72,-0.42,0.09
-1.51,-6.72,-0.17,0.23
-1.51,-6.72,-0.30,0.03
-1.51,-6.71,-0.20,0.34
-1.52,-6.72,-0.32,0.10
-1.52,-6.71,-0.20,0.35
-1.52,-6.71,-0.44,0.22
-1.52,-6.71,-0.38,0.39
-1.52,-6.70,-0.33,0.45
-1.52,-6.70,-0.31,0.16
-1.52,-6.70,-0.21,0.36
-1.52,-6.71,-0.18,0.09
-1.52,-6.70,-0.23,0.13
-1.53,-6.71,-0.50,0.05
-1.52,-6.71,0.02,0.33
